trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
3000320,10:20:00,10:20:00,3000038,1,,,,,
3000320,10:20:16,10:20:16,3000027,2,,,,,
3000320,10:20:36,10:20:36,3000026,3,,,,,
3000320,10:21:07,10:21:07,3000025,4,,,,,
3000320,10:21:26,10:21:26,3000024,5,,,,,
3000320,10:21:49,10:21:49,3000023,6,,,,,
3000320,10:22:23,10:22:23,3000022,7,,,,,
3000320,10:22:48,10:22:48,3000021,8,,,,,
3000320,10:23:13,10:23:13,3000037,9,,,,,
3000320,10:23:42,10:23:42,3000020,10,,,,,
3000320,10:24:05,10:24:05,3000019,11,,,,,
3000320,10:24:21,10:24:21,3000018,12,,,,,
3000320,10:24:37,10:24:37,3000017,13,,,,,
3000320,10:25:07,10:25:07,3000016,14,,,,,
3000320,10:25:36,10:25:36,3000015,15,,,,,
3000320,10:26:04,10:26:04,3000014,16,,,,,
3000320,10:26:14,10:26:14,3000013,17,,,,,
3000320,10:26:39,10:26:39,3000034,18,,,,,
3000320,10:27:00,10:27:00,3000033,19,,,,,
3000320,10:27:34,10:27:34,3000032,20,,,,,
3000320,10:27:56,10:27:56,3000031,21,,,,,
3000320,10:28:27,10:28:27,3000030,22,,,,,
3000320,10:28:41,10:28:41,3000029,23,,,,,
3000320,10:29:15,10:29:15,3000028,24,,,,,
3000320,10:29:49,10:29:49,3000039,25,,,,,
3000320,10:30:31,10:30:31,3000040,26,,,,,
3000320,10:31:04,10:31:04,3000041,27,,,,,
3000320,10:31:33,10:31:33,3000042,28,,,,,
3000320,10:31:55,10:31:55,3000043,29,,,,,
3000320,10:32:26,10:32:26,3000044,30,,,,,
3000320,10:32:58,10:32:58,3000045,31,,,,,
3000320,10:33:21,10:33:21,3000046,32,,,,,
3000320,10:33:58,10:33:58,3000047,33,,,,,
3000320,10:34:38,10:34:38,3000003,34,,,,,
3000320,10:34:59,10:34:59,3000002,35,,,,,
3000320,10:35:26,10:35:26,3000001,36,,,,,
3000320,10:35:43,10:35:43,3000000,37,,,,,
3000320,10:36:04,10:36:04,3000004,38,,,,,
3000320,10:36:34,10:36:34,3000005,39,,,,,
3000320,10:36:55,10:36:55,3000006,40,,,,,
3000320,10:37:15,10:37:15,3000007,41,,,,,
3000320,10:37:36,10:37:36,3000008,42,,,,,
3000320,10:37:53,10:37:53,3000035,43,,,,,
3000320,10:38:29,10:38:29,3000036,44,,,,,
3000320,10:38:52,10:38:52,3000009,45,,,,,
3000320,10:39:21,10:39:21,3000010,46,,,,,
3000320,10:39:42,10:39:42,3000011,47,,,,,
3000320,10:40:00,10:40:00,3000012,48,,,,,
3000321,10:30:00,10:30:00,3000038,1,,,,,
3000321,10:30:16,10:30:16,3000027,2,,,,,
3000321,10:30:36,10:30:36,3000026,3,,,,,
3000321,10:31:07,10:31:07,3000025,4,,,,,
3000321,10:31:26,10:31:26,3000024,5,,,,,
3000321,10:31:49,10:31:49,3000023,6,,,,,
3000321,10:32:23,10:32:23,3000022,7,,,,,
3000321,10:32:48,10:32:48,3000021,8,,,,,
3000321,10:33:13,10:33:13,3000037,9,,,,,
3000321,10:33:42,10:33:42,3000020,10,,,,,
3000321,10:34:05,10:34:05,3000019,11,,,,,
3000321,10:34:21,10:34:21,3000018,12,,,,,
3000321,10:34:37,10:34:37,3000017,13,,,,,
3000321,10:35:07,10:35:07,3000016,14,,,,,
3000321,10:35:36,10:35:36,3000015,15,,,,,
3000321,10:36:04,10:36:04,3000014,16,,,,,
3000321,10:36:14,10:36:14,3000013,17,,,,,
3000321,10:36:39,10:36:39,3000034,18,,,,,
3000321,10:37:00,10:37:00,3000033,19,,,,,
3000321,10:37:34,10:37:34,3000032,20,,,,,
3000321,10:37:56,10:37:56,3000031,21,,,,,
3000321,10:38:27,10:38:27,3000030,22,,,,,
3000321,10:38:41,10:38:41,3000029,23,,,,,
3000321,10:39:15,10:39:15,3000028,24,,,,,
3000321,10:39:49,10:39:49,3000039,25,,,,,
3000321,10:40:31,10:40:31,3000040,26,,,,,
3000321,10:41:04,10:41:04,3000041,27,,,,,
3000321,10:41:33,10:41:33,3000042,28,,,,,
3000321,10:41:55,10:41:55,3000043,29,,,,,
3000321,10:42:26,10:42:26,3000044,30,,,,,
3000321,10:42:58,10:42:58,3000045,31,,,,,
3000321,10:43:21,10:43:21,3000046,32,,,,,
3000321,10:43:58,10:43:58,3000047,33,,,,,
3000321,10:44:38,10:44:38,3000003,34,,,,,
3000321,10:44:59,10:44:59,3000002,35,,,,,
3000321,10:45:26,10:45:26,3000001,36,,,,,
3000321,10:45:43,10:45:43,3000000,37,,,,,
3000321,10:46:04,10:46:04,3000004,38,,,,,
3000321,10:46:34,10:46:34,3000005,39,,,,,
3000321,10:46:55,10:46:55,3000006,40,,,,,
3000321,10:47:15,10:47:15,3000007,41,,,,,
3000321,10:47:36,10:47:36,3000008,42,,,,,
3000321,10:47:53,10:47:53,3000035,43,,,,,
3000321,10:48:29,10:48:29,3000036,44,,,,,
3000321,10:48:52,10:48:52,3000009,45,,,,,
3000321,10:49:21,10:49:21,3000010,46,,,,,
3000321,10:49:42,10:49:42,3000011,47,,,,,
3000321,10:50:00,10:50:00,3000012,48,,,,,
3000322,10:40:00,10:40:00,3000038,1,,,,,
3000322,10:40:16,10:40:16,3000027,2,,,,,
3000322,10:40:36,10:40:36,3000026,3,,,,,
3000322,10:41:07,10:41:07,3000025,4,,,,,
3000322,10:41:26,10:41:26,3000024,5,,,,,
3000322,10:41:49,10:41:49,3000023,6,,,,,
3000322,10:42:23,10:42:23,3000022,7,,,,,
3000322,10:42:48,10:42:48,3000021,8,,,,,
3000322,10:43:13,10:43:13,3000037,9,,,,,
3000322,10:43:42,10:43:42,3000020,10,,,,,
3000322,10:44:05,10:44:05,3000019,11,,,,,
3000322,10:44:21,10:44:21,3000018,12,,,,,
3000322,10:44:37,10:44:37,3000017,13,,,,,
3000322,10:45:07,10:45:07,3000016,14,,,,,
3000322,10:45:36,10:45:36,3000015,15,,,,,
3000322,10:46:04,10:46:04,3000014,16,,,,,
3000322,10:46:14,10:46:14,3000013,17,,,,,
3000322,10:46:39,10:46:39,3000034,18,,,,,
3000322,10:47:00,10:47:00,3000033,19,,,,,
3000322,10:47:34,10:47:34,3000032,20,,,,,
3000322,10:47:56,10:47:56,3000031,21,,,,,
3000322,10:48:27,10:48:27,3000030,22,,,,,
3000322,10:48:41,10:48:41,3000029,23,,,,,
3000322,10:49:15,10:49:15,3000028,24,,,,,
3000322,10:49:49,10:49:49,3000039,25,,,,,
3000322,10:50:31,10:50:31,3000040,26,,,,,
3000322,10:51:04,10:51:04,3000041,27,,,,,
3000322,10:51:33,10:51:33,3000042,28,,,,,
3000322,10:51:55,10:51:55,3000043,29,,,,,
3000322,10:52:26,10:52:26,3000044,30,,,,,
3000322,10:52:58,10:52:58,3000045,31,,,,,
3000322,10:53:21,10:53:21,3000046,32,,,,,
3000322,10:53:58,10:53:58,3000047,33,,,,,
3000322,10:54:38,10:54:38,3000003,34,,,,,
3000322,10:54:59,10:54:59,3000002,35,,,,,
3000322,10:55:26,10:55:26,3000001,36,,,,,
3000322,10:55:43,10:55:43,3000000,37,,,,,
3000322,10:56:04,10:56:04,3000004,38,,,,,
3000322,10:56:34,10:56:34,3000005,39,,,,,
3000322,10:56:55,10:56:55,3000006,40,,,,,
3000322,10:57:15,10:57:15,3000007,41,,,,,
3000322,10:57:36,10:57:36,3000008,42,,,,,
3000322,10:57:53,10:57:53,3000035,43,,,,,
3000322,10:58:29,10:58:29,3000036,44,,,,,
3000322,10:58:52,10:58:52,3000009,45,,,,,
3000322,10:59:21,10:59:21,3000010,46,,,,,
3000322,10:59:42,10:59:42,3000011,47,,,,,
3000322,11:00:00,11:00:00,3000012,48,,,,,
3000323,10:50:00,10:50:00,3000038,1,,,,,
3000323,10:50:16,10:50:16,3000027,2,,,,,
3000323,10:50:36,10:50:36,3000026,3,,,,,
3000323,10:51:07,10:51:07,3000025,4,,,,,
3000323,10:51:26,10:51:26,3000024,5,,,,,
3000323,10:51:49,10:51:49,3000023,6,,,,,
3000323,10:52:23,10:52:23,3000022,7,,,,,
3000323,10:52:48,10:52:48,3000021,8,,,,,
3000323,10:53:13,10:53:13,3000037,9,,,,,
3000323,10:53:42,10:53:42,3000020,10,,,,,
3000323,10:54:05,10:54:05,3000019,11,,,,,
3000323,10:54:21,10:54:21,3000018,12,,,,,
3000323,10:54:37,10:54:37,3000017,13,,,,,
3000323,10:55:07,10:55:07,3000016,14,,,,,
3000323,10:55:36,10:55:36,3000015,15,,,,,
3000323,10:56:04,10:56:04,3000014,16,,,,,
3000323,10:56:14,10:56:14,3000013,17,,,,,
3000323,10:56:39,10:56:39,3000034,18,,,,,
3000323,10:57:00,10:57:00,3000033,19,,,,,
3000323,10:57:34,10:57:34,3000032,20,,,,,
3000323,10:57:56,10:57:56,3000031,21,,,,,
3000323,10:58:27,10:58:27,3000030,22,,,,,
3000323,10:58:41,10:58:41,3000029,23,,,,,
3000323,10:59:15,10:59:15,3000028,24,,,,,
3000323,10:59:49,10:59:49,3000039,25,,,,,
3000323,11:00:31,11:00:31,3000040,26,,,,,
3000323,11:01:04,11:01:04,3000041,27,,,,,
3000323,11:01:33,11:01:33,3000042,28,,,,,
3000323,11:01:55,11:01:55,3000043,29,,,,,
3000323,11:02:26,11:02:26,3000044,30,,,,,
3000323,11:02:58,11:02:58,3000045,31,,,,,
3000323,11:03:21,11:03:21,3000046,32,,,,,
3000323,11:03:58,11:03:58,3000047,33,,,,,
3000323,11:04:38,11:04:38,3000003,34,,,,,
3000323,11:04:59,11:04:59,3000002,35,,,,,
3000323,11:05:26,11:05:26,3000001,36,,,,,
3000323,11:05:43,11:05:43,3000000,37,,,,,
3000323,11:06:04,11:06:04,3000004,38,,,,,
3000323,11:06:34,11:06:34,3000005,39,,,,,
3000323,11:06:55,11:06:55,3000006,40,,,,,
3000323,11:07:15,11:07:15,3000007,41,,,,,
3000323,11:07:36,11:07:36,3000008,42,,,,,
3000323,11:07:53,11:07:53,3000035,43,,,,,
3000323,11:08:29,11:08:29,3000036,44,,,,,
3000323,11:08:52,11:08:52,3000009,45,,,,,
3000323,11:09:21,11:09:21,3000010,46,,,,,
3000323,11:09:42,11:09:42,3000011,47,,,,,
3000323,11:10:00,11:10:00,3000012,48,,,,,
3000324,11:00:00,11:00:00,3000038,1,,,,,
3000324,11:00:16,11:00:16,3000027,2,,,,,
3000324,11:00:36,11:00:36,3000026,3,,,,,
3000324,11:01:07,11:01:07,3000025,4,,,,,
3000324,11:01:26,11:01:26,3000024,5,,,,,
3000324,11:01:49,11:01:49,3000023,6,,,,,
3000324,11:02:23,11:02:23,3000022,7,,,,,
3000324,11:02:48,11:02:48,3000021,8,,,,,
3000324,11:03:13,11:03:13,3000037,9,,,,,
3000324,11:03:42,11:03:42,3000020,10,,,,,
3000324,11:04:05,11:04:05,3000019,11,,,,,
3000324,11:04:21,11:04:21,3000018,12,,,,,
3000324,11:04:37,11:04:37,3000017,13,,,,,
3000324,11:05:07,11:05:07,3000016,14,,,,,
3000324,11:05:36,11:05:36,3000015,15,,,,,
3000324,11:06:04,11:06:04,3000014,16,,,,,
3000324,11:06:14,11:06:14,3000013,17,,,,,
3000324,11:06:39,11:06:39,3000034,18,,,,,
3000324,11:07:00,11:07:00,3000033,19,,,,,
3000324,11:07:34,11:07:34,3000032,20,,,,,
3000324,11:07:56,11:07:56,3000031,21,,,,,
3000324,11:08:27,11:08:27,3000030,22,,,,,
3000324,11:08:41,11:08:41,3000029,23,,,,,
3000324,11:09:15,11:09:15,3000028,24,,,,,
3000324,11:09:49,11:09:49,3000039,25,,,,,
3000324,11:10:31,11:10:31,3000040,26,,,,,
3000324,11:11:04,11:11:04,3000041,27,,,,,
3000324,11:11:33,11:11:33,3000042,28,,,,,
3000324,11:11:55,11:11:55,3000043,29,,,,,
3000324,11:12:26,11:12:26,3000044,30,,,,,
3000324,11:12:58,11:12:58,3000045,31,,,,,
3000324,11:13:21,11:13:21,3000046,32,,,,,
3000324,11:13:58,11:13:58,3000047,33,,,,,
3000324,11:14:38,11:14:38,3000003,34,,,,,
3000324,11:14:59,11:14:59,3000002,35,,,,,
3000324,11:15:26,11:15:26,3000001,36,,,,,
3000324,11:15:43,11:15:43,3000000,37,,,,,
3000324,11:16:04,11:16:04,3000004,38,,,,,
3000324,11:16:34,11:16:34,3000005,39,,,,,
3000324,11:16:55,11:16:55,3000006,40,,,,,
3000324,11:17:15,11:17:15,3000007,41,,,,,
3000324,11:17:36,11:17:36,3000008,42,,,,,
3000324,11:17:53,11:17:53,3000035,43,,,,,
3000324,11:18:29,11:18:29,3000036,44,,,,,
3000324,11:18:52,11:18:52,3000009,45,,,,,
3000324,11:19:21,11:19:21,3000010,46,,,,,
3000324,11:19:42,11:19:42,3000011,47,,,,,
3000324,11:20:00,11:20:00,3000012,48,,,,,
3000325,11:10:00,11:10:00,3000038,1,,,,,
3000325,11:10:16,11:10:16,3000027,2,,,,,
3000325,11:10:36,11:10:36,3000026,3,,,,,
3000325,11:11:07,11:11:07,3000025,4,,,,,
3000325,11:11:26,11:11:26,3000024,5,,,,,
3000325,11:11:49,11:11:49,3000023,6,,,,,
3000325,11:12:23,11:12:23,3000022,7,,,,,
3000325,11:12:48,11:12:48,3000021,8,,,,,
3000325,11:13:13,11:13:13,3000037,9,,,,,
3000325,11:13:42,11:13:42,3000020,10,,,,,
3000325,11:14:05,11:14:05,3000019,11,,,,,
3000325,11:14:21,11:14:21,3000018,12,,,,,
3000325,11:14:37,11:14:37,3000017,13,,,,,
3000325,11:15:07,11:15:07,3000016,14,,,,,
3000325,11:15:36,11:15:36,3000015,15,,,,,
3000325,11:16:04,11:16:04,3000014,16,,,,,
3000325,11:16:14,11:16:14,3000013,17,,,,,
3000325,11:16:39,11:16:39,3000034,18,,,,,
3000325,11:17:00,11:17:00,3000033,19,,,,,
3000325,11:17:34,11:17:34,3000032,20,,,,,
3000325,11:17:56,11:17:56,3000031,21,,,,,
3000325,11:18:27,11:18:27,3000030,22,,,,,
3000325,11:18:41,11:18:41,3000029,23,,,,,
3000325,11:19:15,11:19:15,3000028,24,,,,,
3000325,11:19:49,11:19:49,3000039,25,,,,,
3000325,11:20:31,11:20:31,3000040,26,,,,,
3000325,11:21:04,11:21:04,3000041,27,,,,,
3000325,11:21:33,11:21:33,3000042,28,,,,,
3000325,11:21:55,11:21:55,3000043,29,,,,,
3000325,11:22:26,11:22:26,3000044,30,,,,,
3000325,11:22:58,11:22:58,3000045,31,,,,,
3000325,11:23:21,11:23:21,3000046,32,,,,,
3000325,11:23:58,11:23:58,3000047,33,,,,,
3000325,11:24:38,11:24:38,3000003,34,,,,,
3000325,11:24:59,11:24:59,3000002,35,,,,,
3000325,11:25:26,11:25:26,3000001,36,,,,,
3000325,11:25:43,11:25:43,3000000,37,,,,,
3000325,11:26:04,11:26:04,3000004,38,,,,,
3000325,11:26:34,11:26:34,3000005,39,,,,,
3000325,11:26:55,11:26:55,3000006,40,,,,,
3000325,11:27:15,11:27:15,3000007,41,,,,,
3000325,11:27:36,11:27:36,3000008,42,,,,,
3000325,11:27:53,11:27:53,3000035,43,,,,,
3000325,11:28:29,11:28:29,3000036,44,,,,,
3000325,11:28:52,11:28:52,3000009,45,,,,,
3000325,11:29:21,11:29:21,3000010,46,,,,,
3000325,11:29:42,11:29:42,3000011,47,,,,,
3000325,11:30:00,11:30:00,3000012,48,,,,,
3000326,11:20:00,11:20:00,3000038,1,,,,,
3000326,11:20:16,11:20:16,3000027,2,,,,,
3000326,11:20:36,11:20:36,3000026,3,,,,,
3000326,11:21:07,11:21:07,3000025,4,,,,,
3000326,11:21:26,11:21:26,3000024,5,,,,,
3000326,11:21:49,11:21:49,3000023,6,,,,,
3000326,11:22:23,11:22:23,3000022,7,,,,,
3000326,11:22:48,11:22:48,3000021,8,,,,,
3000326,11:23:13,11:23:13,3000037,9,,,,,
3000326,11:23:42,11:23:42,3000020,10,,,,,
3000326,11:24:05,11:24:05,3000019,11,,,,,
3000326,11:24:21,11:24:21,3000018,12,,,,,
3000326,11:24:37,11:24:37,3000017,13,,,,,
3000326,11:25:07,11:25:07,3000016,14,,,,,
3000326,11:25:36,11:25:36,3000015,15,,,,,
3000326,11:26:04,11:26:04,3000014,16,,,,,
3000326,11:26:14,11:26:14,3000013,17,,,,,
3000326,11:26:39,11:26:39,3000034,18,,,,,
3000326,11:27:00,11:27:00,3000033,19,,,,,
3000326,11:27:34,11:27:34,3000032,20,,,,,
3000326,11:27:56,11:27:56,3000031,21,,,,,
3000326,11:28:27,11:28:27,3000030,22,,,,,
3000326,11:28:41,11:28:41,3000029,23,,,,,
3000326,11:29:15,11:29:15,3000028,24,,,,,
3000326,11:29:49,11:29:49,3000039,25,,,,,
3000326,11:30:31,11:30:31,3000040,26,,,,,
3000326,11:31:04,11:31:04,3000041,27,,,,,
3000326,11:31:33,11:31:33,3000042,28,,,,,
3000326,11:31:55,11:31:55,3000043,29,,,,,
3000326,11:32:26,11:32:26,3000044,30,,,,,
3000326,11:32:58,11:32:58,3000045,31,,,,,
3000326,11:33:21,11:33:21,3000046,32,,,,,
3000326,11:33:58,11:33:58,3000047,33,,,,,
3000326,11:34:38,11:34:38,3000003,34,,,,,
3000326,11:34:59,11:34:59,3000002,35,,,,,
3000326,11:35:26,11:35:26,3000001,36,,,,,
3000326,11:35:43,11:35:43,3000000,37,,,,,
3000326,11:36:04,11:36:04,3000004,38,,,,,
3000326,11:36:34,11:36:34,3000005,39,,,,,
3000326,11:36:55,11:36:55,3000006,40,,,,,
3000326,11:37:15,11:37:15,3000007,41,,,,,
3000326,11:37:36,11:37:36,3000008,42,,,,,
3000326,11:37:53,11:37:53,3000035,43,,,,,
3000326,11:38:29,11:38:29,3000036,44,,,,,
3000326,11:38:52,11:38:52,3000009,45,,,,,
3000326,11:39:21,11:39:21,3000010,46,,,,,
3000326,11:39:42,11:39:42,3000011,47,,,,,
3000326,11:40:00,11:40:00,3000012,48,,,,,
3000327,11:30:00,11:30:00,3000038,1,,,,,
3000327,11:30:16,11:30:16,3000027,2,,,,,
3000327,11:30:36,11:30:36,3000026,3,,,,,
3000327,11:31:07,11:31:07,3000025,4,,,,,
3000327,11:31:26,11:31:26,3000024,5,,,,,
3000327,11:31:49,11:31:49,3000023,6,,,,,
3000327,11:32:23,11:32:23,3000022,7,,,,,
3000327,11:32:48,11:32:48,3000021,8,,,,,
3000327,11:33:13,11:33:13,3000037,9,,,,,
3000327,11:33:42,11:33:42,3000020,10,,,,,
3000327,11:34:05,11:34:05,3000019,11,,,,,
3000327,11:34:21,11:34:21,3000018,12,,,,,
3000327,11:34:37,11:34:37,3000017,13,,,,,
3000327,11:35:07,11:35:07,3000016,14,,,,,
3000327,11:35:36,11:35:36,3000015,15,,,,,
3000327,11:36:04,11:36:04,3000014,16,,,,,
3000327,11:36:14,11:36:14,3000013,17,,,,,
3000327,11:36:39,11:36:39,3000034,18,,,,,
3000327,11:37:00,11:37:00,3000033,19,,,,,
3000327,11:37:34,11:37:34,3000032,20,,,,,
3000327,11:37:56,11:37:56,3000031,21,,,,,
3000327,11:38:27,11:38:27,3000030,22,,,,,
3000327,11:38:41,11:38:41,3000029,23,,,,,
3000327,11:39:15,11:39:15,3000028,24,,,,,
3000327,11:39:49,11:39:49,3000039,25,,,,,
3000327,11:40:31,11:40:31,3000040,26,,,,,
3000327,11:41:04,11:41:04,3000041,27,,,,,
3000327,11:41:33,11:41:33,3000042,28,,,,,
3000327,11:41:55,11:41:55,3000043,29,,,,,
3000327,11:42:26,11:42:26,3000044,30,,,,,
3000327,11:42:58,11:42:58,3000045,31,,,,,
3000327,11:43:21,11:43:21,3000046,32,,,,,
3000327,11:43:58,11:43:58,3000047,33,,,,,
3000327,11:44:38,11:44:38,3000003,34,,,,,
3000327,11:44:59,11:44:59,3000002,35,,,,,
3000327,11:45:26,11:45:26,3000001,36,,,,,
3000327,11:45:43,11:45:43,3000000,37,,,,,
3000327,11:46:04,11:46:04,3000004,38,,,,,
3000327,11:46:34,11:46:34,3000005,39,,,,,
3000327,11:46:55,11:46:55,3000006,40,,,,,
3000327,11:47:15,11:47:15,3000007,41,,,,,
3000327,11:47:36,11:47:36,3000008,42,,,,,
3000327,11:47:53,11:47:53,3000035,43,,,,,
3000327,11:48:29,11:48:29,3000036,44,,,,,
3000327,11:48:52,11:48:52,3000009,45,,,,,
3000327,11:49:21,11:49:21,3000010,46,,,,,
3000327,11:49:42,11:49:42,3000011,47,,,,,
3000327,11:50:00,11:50:00,3000012,48,,,,,
3000328,11:40:00,11:40:00,3000038,1,,,,,
3000328,11:40:16,11:40:16,3000027,2,,,,,
3000328,11:40:36,11:40:36,3000026,3,,,,,
3000328,11:41:07,11:41:07,3000025,4,,,,,
3000328,11:41:26,11:41:26,3000024,5,,,,,
3000328,11:41:49,11:41:49,3000023,6,,,,,
3000328,11:42:23,11:42:23,3000022,7,,,,,
3000328,11:42:48,11:42:48,3000021,8,,,,,
3000328,11:43:13,11:43:13,3000037,9,,,,,
3000328,11:43:42,11:43:42,3000020,10,,,,,
3000328,11:44:05,11:44:05,3000019,11,,,,,
3000328,11:44:21,11:44:21,3000018,12,,,,,
3000328,11:44:37,11:44:37,3000017,13,,,,,
3000328,11:45:07,11:45:07,3000016,14,,,,,
3000328,11:45:36,11:45:36,3000015,15,,,,,
3000328,11:46:04,11:46:04,3000014,16,,,,,
3000328,11:46:14,11:46:14,3000013,17,,,,,
3000328,11:46:39,11:46:39,3000034,18,,,,,
3000328,11:47:00,11:47:00,3000033,19,,,,,
3000328,11:47:34,11:47:34,3000032,20,,,,,
3000328,11:47:56,11:47:56,3000031,21,,,,,
3000328,11:48:27,11:48:27,3000030,22,,,,,
3000328,11:48:41,11:48:41,3000029,23,,,,,
3000328,11:49:15,11:49:15,3000028,24,,,,,
3000328,11:49:49,11:49:49,3000039,25,,,,,
3000328,11:50:31,11:50:31,3000040,26,,,,,
3000328,11:51:04,11:51:04,3000041,27,,,,,
3000328,11:51:33,11:51:33,3000042,28,,,,,
3000328,11:51:55,11:51:55,3000043,29,,,,,
3000328,11:52:26,11:52:26,3000044,30,,,,,
3000328,11:52:58,11:52:58,3000045,31,,,,,
3000328,11:53:21,11:53:21,3000046,32,,,,,
3000328,11:53:58,11:53:58,3000047,33,,,,,
3000328,11:54:38,11:54:38,3000003,34,,,,,
3000328,11:54:59,11:54:59,3000002,35,,,,,
3000328,11:55:26,11:55:26,3000001,36,,,,,
3000328,11:55:43,11:55:43,3000000,37,,,,,
3000328,11:56:04,11:56:04,3000004,38,,,,,
3000328,11:56:34,11:56:34,3000005,39,,,,,
3000328,11:56:55,11:56:55,3000006,40,,,,,
3000328,11:57:15,11:57:15,3000007,41,,,,,
3000328,11:57:36,11:57:36,3000008,42,,,,,
3000328,11:57:53,11:57:53,3000035,43,,,,,
3000328,11:58:29,11:58:29,3000036,44,,,,,
3000328,11:58:52,11:58:52,3000009,45,,,,,
3000328,11:59:21,11:59:21,3000010,46,,,,,
3000328,11:59:42,11:59:42,3000011,47,,,,,
3000328,12:00:00,12:00:00,3000012,48,,,,,
3000329,11:50:00,11:50:00,3000038,1,,,,,
3000329,11:50:16,11:50:16,3000027,2,,,,,
3000329,11:50:36,11:50:36,3000026,3,,,,,
3000329,11:51:07,11:51:07,3000025,4,,,,,
